timestamp,code,name,yf_ticker,market_segment,data_source,last_price,ret_5m,volume_ratio,volatility_2h,rsi_14,ret_1d,market_cap,trailing_pe,price_to_book,roe,dividend_yield,news_sentiment,news_article_count,z__ret_5m,contrib__ret_5m,z__ret_1d,contrib__ret_1d,z__volume_ratio,contrib__volume_ratio,z__volatility_2h,contrib__volatility_2h,z__rsi_14,contrib__rsi_14,z__roe,contrib__roe,z__trailing_pe,contrib__trailing_pe,z__price_to_book,contrib__price_to_book,z__dividend_yield,contrib__dividend_yield,z__news_sentiment,contrib__news_sentiment,score_raw,score,signal,major_factors
2026-03-09 09:35:00+09:00,1301,極洋,1301.T,未分類,intraday_5m,5060.0,0.003968253968253954,0.05309734513274336,0.006981914154965955,34.28571428571429,-0.021276595744680882,60099334144.0,8.777712,0.8123032,,2.9,0.02,20.0,1.4837412856803862,0.22256119285205792,0.5982323712127965,0.11964647424255931,-0.46686048283732856,-0.037348838626986285,-0.39182044608204075,0.03134563568656326,0.7354273183711224,-0.05147991228597858,-0.05961411275631246,-0.007153693530757495,-0.08358324187242995,0.006686659349794396,-0.4551158284408016,0.02275579142204008,0.12928046098407028,0.002585609219681406,-0.24913979066960684,-0.03737096860044103,0.27222794972853304,27.2228,買い候補,5分モメンタムが+0.22で押し上げ要因、1日モメンタムが+0.12で押し上げ要因、RSI(逆張り)が-0.05で押し下げ要因。直近5分騰落率は+0.40%、1日騰落率は-2.13%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.02でした。バリュエーション面ではPER 8.78倍、PBR 0.81倍の水準です。2時間ボラティリティは0.70%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1332,ニッスイ,1332.T,未分類,intraday_5m,1377.5,0.0018181818181817189,0.06885245901639345,0.008197983102033391,23.20441988950276,-0.03637635536901018,417758576640.0,15.694429,1.4710515,0.1066,2.52,0.030000000000000006,20.0,0.7576193915971484,0.11364290873957225,0.14986183315605092,0.029972366631210185,-0.4398946664801542,-0.035191573318412335,-0.17162990783249388,0.013730392626599511,-0.25019244188285544,0.017513470931799884,0.07084089189562978,0.008500907027475574,-0.05360763554896448,0.004288610843917158,-0.14971799582545156,0.0074858997912725786,-0.18745825106537062,-0.0037491650213074125,0.24195443714822285,0.03629316557223342,0.19248698382436083,19.2487,買い候補,5分モメンタムが+0.11で押し上げ要因、ニュースセンチメントが+0.04で押し上げ要因、出来高急増が-0.04で押し下げ要因。直近5分騰落率は+0.18%、1日騰落率は-3.64%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.03でした。バリュエーション面ではPER 15.69倍、PBR 1.47倍の水準です。2時間ボラティリティは0.82%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1333,マルハニチロ,1333.T,未分類,intraday_5m,1465.5,0.0,0.19942196531791906,0.007595138990058998,29.44162436548224,-0.030112508272667093,221550559232.0,10.113873,0.925381,0.08513,2.69,0.04,20.0,0.14358342747312625,0.021537514120968937,0.33585979357174744,0.06717195871434949,-0.21641717499545646,-0.017313373999636516,-0.28078537127584313,0.02246282970206745,0.30457235006885397,-0.02132006450481978,-0.08884376887273968,-0.010661252264728761,-0.07779259927121208,0.006223407941696967,-0.4026925963248143,0.020134629816240715,-0.04575935356956813,-0.0009151870713913627,0.733048664966052,0.1099572997449078,0.19727776219965493,19.7278,買い候補,ニュースセンチメントが+0.11で押し上げ要因、1日モメンタムが+0.07で押し上げ要因、低ボラティリティが+0.02で押し上げ要因。直近5分騰落率は+0.00%、1日騰落率は-3.01%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.04でした。バリュエーション面ではPER 10.11倍、PBR 0.93倍の水準です。2時間ボラティリティは0.76%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1375,ユキグニファクトリー,1375.T,未分類,intraday_5m,1072.0,0.0037453183520599342,0.0,0.0031174681019037202,50.0,0.0,42754387968.0,50.757572,2.9400632,0.1008,1.49,0.04,20.0,1.4084515183653792,0.21126772775480687,1.2300171756998524,0.24600343513997047,-0.5577397534333304,-0.04461918027466643,-1.0915459497322244,0.08732367597857796,2.133125995483421,-0.1493188196838395,0.027702977016424254,0.0033243572419709103,0.09834870024320032,-0.007867896019456026,0.5313205575440082,-0.026566027877200412,-1.045986865304645,-0.0209197373060929,0.733048664966052,0.1099572997449078,0.40858483469897866,40.8585,買い候補,1日モメンタムが+0.25で押し上げ要因、5分モメンタムが+0.21で押し上げ要因、RSI(逆張り)が-0.15で押し下げ要因。直近5分騰落率は+0.37%、1日騰落率は+0.00%で、短期モメンタムは上向きです。ニュースは20件を評価し、センチメントは+0.04でした。バリュエーション面ではPER 50.76倍、PBR 2.94倍の水準です。2時間ボラティリティは0.31%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1377,サカタのタネ,1377.T,未分類,intraday_5m,4140.0,0.0012091898428052694,0.0,0.005705864670369153,27.5,-0.02358490566037741,174955134976.0,15.474321,1.0532845,0.07039,1.89,0.05,20.0,0.5519507554878982,0.08279261332318473,0.529689680159955,0.105937936031991,-0.5577397534333304,-0.04461918027466643,-0.6228715090369814,0.04982972072295851,0.13187561689081076,-0.009231293182356754,-0.19847357323816894,-0.023816828788580272,-0.05456153763237274,0.0043649230105898195,-0.34339612195984454,0.017169806097992228,-0.7125776947262861,-0.014251553894525721,1.2241428927838816,0.18362143391758223,0.35179757696416936,35.1798,買い候補,ニュースセンチメントが+0.18で押し上げ要因、1日モメンタムが+0.11で押し上げ要因、5分モメンタムが+0.08で押し上げ要因。直近5分騰落率は+0.12%、1日騰落率は-2.36%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.05でした。バリュエーション面ではPER 15.47倍、PBR 1.05倍の水準です。2時間ボラティリティは0.57%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1379,ホクト,1379.T,未分類,intraday_5m,1944.0,0.0015455950540959051,0.0851063829787234,0.005747292843134938,33.009708737864074,-0.015197568389057725,60845379584.0,11.040436,0.98109823,0.107080005,2.79,0.05,20.0,0.6655614495260594,0.09983421742890891,0.7787423153519567,0.15574846307039136,-0.4120751069461217,-0.032966008555689735,-0.6153702142444523,0.04922961713955618,0.6219336923390548,-0.04353535846373384,0.07441096341831828,0.008929315610198192,-0.073777068822028,0.00590216550576224,-0.37686190912405654,0.01884309545620283,0.037592939075021675,0.0007518587815004335,1.2241428927838816,0.18362143391758223,0.4463587998906788,44.6359,買い候補,ニュースセンチメントが+0.18で押し上げ要因、1日モメンタムが+0.16で押し上げ要因、5分モメンタムが+0.10で押し上げ要因。直近5分騰落率は+0.15%、1日騰落率は-1.52%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.05でした。バリュエーション面ではPER 11.04倍、PBR 0.98倍の水準です。2時間ボラティリティは0.57%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1414,ショーボンドホールディングス,1414.T,未分類,intraday_5m,1379.0,0.0021802325581394832,0.12551159618008187,0.006669366768386233,36.0248447204969,-0.018143009605122717,280059379712.0,19.126213,2.6802304,0.1387,3.24,0.01,20.0,0.879891087941635,0.13198366319124524,0.6912807202194292,0.13825614404388584,-0.3429191765538317,-0.027433534124306536,-0.44841261336452776,0.03587300906916222,0.8901133379724836,-0.062307933658073855,0.30958693803743964,0.037150432564492755,-0.038735000717849126,0.00309880005742793,0.410861234973646,-0.0205430617486823,0.41267825597567565,0.008253565119513513,-0.7402340184874363,-0.11103510277311544,0.13329598174154933,13.3296,買い候補,1日モメンタムが+0.14で押し上げ要因、5分モメンタムが+0.13で押し上げ要因、ニュースセンチメントが-0.11で押し下げ要因。直近5分騰落率は+0.22%、1日騰落率は-1.81%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.01でした。バリュエーション面ではPER 19.13倍、PBR 2.68倍の水準です。2時間ボラティリティは0.67%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1417,ミライト・ワン,1417.T,未分類,intraday_5m,3530.0,0.003125888036374036,0.13533834586466167,0.011996220910767623,23.743016759776538,-0.051585169263836606,312970936320.0,15.650632,1.1895992,0.08816,2.42,0.030000000000000006,20.0,1.1992576482604567,0.1798886472390685,-0.3017469499560262,-0.06034938999120524,-0.3261001088314911,-0.026088008706519287,0.5161074359437808,-0.04128859487550247,-0.2022872334142246,0.014160106338995724,-0.0663079271341202,-0.007956951256094424,-0.053797442596173264,0.004303795407693861,-0.2802001881963545,0.014010009409817725,-0.27081054370996044,-0.005416210874199209,0.24195443714822285,0.03629316557223342,0.10755656826428861,10.7557,買い候補,5分モメンタムが+0.18で押し上げ要因、1日モメンタムが-0.06で押し下げ要因、低ボラティリティが-0.04で押し下げ要因。直近5分騰落率は+0.31%、1日騰落率は-5.16%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.03でした。バリュエーション面ではPER 15.65倍、PBR 1.19倍の水準です。2時間ボラティリティは1.20%で、値動きの荒さは高めと判定しました。
2026-03-09 09:35:00+09:00,1419,タマホーム,1419.T,未分類,intraday_5m,3900.0,0.0025706940874035134,0.06976744186046512,0.005059862464329692,40.54054054054053,-0.006369426751592355,113053818880.0,46.65072,4.106867,0.08319,4.99,0.030000000000000006,20.0,1.0117576698078805,0.15176365047118207,1.0408841450572308,0.20817682901144619,-0.43832861881300234,-0.03506628950504019,-0.7398414997609823,0.05918731998087859,1.2917594699489896,-0.09042316289642928,-0.10327265764268082,-0.012392718917121697,0.0805504617464197,-0.006444036939713575,1.072254555563213,-0.05361272777816065,1.871343377255996,0.03742686754511992,0.24195443714822285,0.03629316557223342,0.29490889654439484,29.4909,買い候補,1日モメンタムが+0.21で押し上げ要因、5分モメンタムが+0.15で押し上げ要因、RSI(逆張り)が-0.09で押し下げ要因。直近5分騰落率は+0.26%、1日騰落率は-0.64%で、短期モメンタムは下向きです。ニュースは20件を評価し、センチメントは+0.03でした。バリュエーション面ではPER 46.65倍、PBR 4.11倍の水準です。2時間ボラティリティは0.51%で、値動きの荒さは落ち着き気味と判定しました。
2026-03-09 09:35:00+09:00,1429,日本アクア,1429.T,未分類,intraday_5m,773.0,0.005201560468140354,0.02654867256637168,0.008444706708392058,24.074074074074076,-0.03495630461922594,24899278848.0,12.169395,2.140231,0.17096001,4.37,0.044444444444444446,18.0,1.9002532858254018,0.28503799287381026,0.19202865796581514,0.03840573159316303,-0.5123001181353295,-0.04098400945082636,-0.12695628647739515,0.010156502918191613,-0.17284151894427785,0.01209890632609945,0.5495230699999085,0.06594276839998903,-0.06888439639675265,0.005510751711740211,0.1605157746914874,-0.00802578873457437,1.3545591628595395,0.02709118325719079,0.9513127662184208,0.1426969149327631,0.5379309538275467,53.7931,買い候補,5分モメンタムが+0.29で押し上げ要因、ニュースセンチメントが+0.14で押し上げ要因、ROEが+0.07で押し上げ要因。直近5分騰落率は+0.52%、1日騰落率は-3.50%で、短期モメンタムは下向きです。ニュースは18件を評価し、センチメントは+0.04でした。バリュエーション面ではPER 12.17倍、PBR 2.14倍の水準です。2時間ボラティリティは0.84%で、値動きの荒さは落ち着き気味と判定しました。
