timestamp,code,name,yf_ticker,market_segment,data_source,last_price,ret_5m,volume_ratio,volatility_2h,rsi_14,ret_1d,market_cap,trailing_pe,price_to_book,roe,dividend_yield,news_sentiment,news_article_count
2026-03-09 09:35:00+09:00,1301,極洋,1301.T,未分類,intraday_5m,5060.0,0.003968253968253954,0.05309734513274336,0.006981914154965955,34.28571428571429,-0.021276595744680882,60099334144.0,8.777712,0.8123032,,2.9,0.02,20.0
2026-03-09 09:35:00+09:00,1332,ニッスイ,1332.T,未分類,intraday_5m,1377.5,0.0018181818181817189,0.06885245901639345,0.008197983102033391,23.20441988950276,-0.03637635536901018,417758576640.0,15.694429,1.4710515,0.1066,2.52,0.030000000000000006,20.0
2026-03-09 09:35:00+09:00,1333,マルハニチロ,1333.T,未分類,intraday_5m,1465.5,0.0,0.19942196531791906,0.007595138990058998,29.44162436548224,-0.030112508272667093,221550559232.0,10.113873,0.925381,0.08513,2.69,0.04,20.0
2026-03-09 09:35:00+09:00,1375,ユキグニファクトリー,1375.T,未分類,intraday_5m,1072.0,0.0037453183520599342,0.0,0.0031174681019037202,50.0,0.0,42754387968.0,50.757572,2.9400632,0.1008,1.49,0.04,20.0
2026-03-09 09:35:00+09:00,1377,サカタのタネ,1377.T,未分類,intraday_5m,4140.0,0.0012091898428052694,0.0,0.005705864670369153,27.5,-0.02358490566037741,174955134976.0,15.474321,1.0532845,0.07039,1.89,0.05,20.0
2026-03-09 09:35:00+09:00,1379,ホクト,1379.T,未分類,intraday_5m,1944.0,0.0015455950540959051,0.0851063829787234,0.005747292843134938,33.009708737864074,-0.015197568389057725,60845379584.0,11.040436,0.98109823,0.107080005,2.79,0.05,20.0
2026-03-09 09:35:00+09:00,1414,ショーボンドホールディングス,1414.T,未分類,intraday_5m,1379.0,0.0021802325581394832,0.12551159618008187,0.006669366768386233,36.0248447204969,-0.018143009605122717,280059379712.0,19.126213,2.6802304,0.1387,3.24,0.01,20.0
2026-03-09 09:35:00+09:00,1417,ミライト・ワン,1417.T,未分類,intraday_5m,3530.0,0.003125888036374036,0.13533834586466167,0.011996220910767623,23.743016759776538,-0.051585169263836606,312970936320.0,15.650632,1.1895992,0.08816,2.42,0.030000000000000006,20.0
2026-03-09 09:35:00+09:00,1419,タマホーム,1419.T,未分類,intraday_5m,3900.0,0.0025706940874035134,0.06976744186046512,0.005059862464329692,40.54054054054053,-0.006369426751592355,113053818880.0,46.65072,4.106867,0.08319,4.99,0.030000000000000006,20.0
2026-03-09 09:35:00+09:00,1429,日本アクア,1429.T,未分類,intraday_5m,773.0,0.005201560468140354,0.02654867256637168,0.008444706708392058,24.074074074074076,-0.03495630461922594,24899278848.0,12.169395,2.140231,0.17096001,4.37,0.044444444444444446,18.0
